,country,Date,population_density_per_square_km.,population_total.,gdp_per_capita_yearly_growth.,children_and_elderly_per_100_adults.,income_per_person_gdppercapita_ppp_inflation_adjusted.
4381,Sao Tome and Principe,1991,121.0,116000,-0.8440000000000001,109.0,2070.0
4382,Sao Tome and Principe,1992,124.0,119000,-1.24,107.0,2050.0
4383,Sao Tome and Principe,1993,126.0,121000,-0.79,104.0,2030.0
4384,Sao Tome and Principe,1994,129.0,124000,0.285,102.0,2030.0
4385,Sao Tome and Principe,1995,132.0,126000,0.0491,101.0,2040.0
4386,Sao Tome and Principe,1996,134.0,129000,-0.494,99.1,2030.0
4387,Sao Tome and Principe,1997,137.0,131000,-1.02,98.5,2010.0
4388,Sao Tome and Principe,1998,139.0,133000,0.473,98.2,2010.0
4389,Sao Tome and Principe,1999,142.0,136000,0.5479999999999999,97.8,2030.0
4390,Sao Tome and Principe,2000,144.0,139000,-1.36,96.9,2000.0
4391,Sao Tome and Principe,2001,148.0,142000,1.33,96.3,2020.0
4392,Sao Tome and Principe,2002,151.0,145000,0.359,95.2,2020.0
4393,Sao Tome and Principe,2003,155.0,148000,5.09,93.8,2100.0
4394,Sao Tome and Principe,2004,158.0,152000,2.97,92.6,2130.0
4395,Sao Tome and Principe,2005,162.0,156000,1.52,91.8,2230.0
4396,Sao Tome and Principe,2006,166.0,159000,10.6,91.1,2370.0
4397,Sao Tome and Principe,2007,170.0,163000,0.815,90.4,2400.0
4398,Sao Tome and Principe,2008,174.0,167000,7.74,89.8,2530.0
4399,Sao Tome and Principe,2009,178.0,171000,3.1,89.3,2530.0
4400,Sao Tome and Principe,2010,182.0,175000,2.68,88.7,2640.0
4401,Sao Tome and Principe,2011,186.0,179000,3.0,87.8,2700.0
4402,Sao Tome and Principe,2012,191.0,183000,-7.45,87.0,2720.0
4403,Sao Tome and Principe,2013,195.0,187000,1.92,86.2,2790.0
4404,Sao Tome and Principe,2014,199.0,191000,2.91,85.3,2890.0
4405,Sao Tome and Principe,2015,204.0,196000,3.45,84.2,2940.0
4406,Sao Tome and Principe,2016,208.0,200000,3.52,83.2,2990.0
4407,Sao Tome and Principe,2017,213.0,204000,4.06,81.9,3090.0
4408,Sao Tome and Principe,2018,218.0,209000,4.11,80.4,3190.0
4409,Sao Tome and Principe,2019,222.0,213000,4.14,79.0,3290.0
4410,Saudi Arabia,1990,7.59,16300000,12.4,81.4,42500.0
4411,Saudi Arabia,1991,7.85,16900000,6.77,81.7,47300.0
4412,Saudi Arabia,1992,8.08,17400000,-1.08,81.9,47700.0
4413,Saudi Arabia,1993,8.31,17900000,-6.71,81.6,45800.0
4414,Saudi Arabia,1994,8.52,18300000,-5.02,80.9,44900.0
4415,Saudi Arabia,1995,8.72,18700000,-3.85,79.7,44000.0
4416,Saudi Arabia,1996,8.9,19100000,-1.84,76.1,44200.0
4417,Saudi Arabia,1997,9.07,19500000,-0.894,73.0,43800.0
4418,Saudi Arabia,1998,9.25,19900000,-1.13,70.6,44300.0
4419,Saudi Arabia,1999,9.44,20300000,-3.53,68.7,41700.0
4420,Saudi Arabia,2000,9.66,20800000,1.87,67.2,43100.0
4421,Saudi Arabia,2001,9.91,21300000,-2.37,65.3,41500.0
4422,Saudi Arabia,2002,10.2,21900000,-2.63,63.1,39200.0
4423,Saudi Arabia,2003,10.5,22600000,4.9,60.9,42300.0
4424,Saudi Arabia,2004,10.8,23200000,2.69,58.8,44400.0
4425,Saudi Arabia,2005,11.1,23900000,3.6,57.0,45500.0
4426,Saudi Arabia,2006,11.4,24600000,2.11,54.9,45500.0
4427,Saudi Arabia,2007,11.7,25300000,2.51,53.3,45100.0
4428,Saudi Arabia,2008,12.1,25900000,4.87,51.9,46700.0
4429,Saudi Arabia,2009,12.4,26700000,-1.5,50.7,44500.0
4430,Saudi Arabia,2010,12.8,27400000,3.92,49.7,45400.0
4431,Saudi Arabia,2011,13.1,28200000,5.39,48.6,48500.0
4432,Saudi Arabia,2012,13.5,29100000,2.84,47.6,49700.0
4433,Saudi Arabia,2013,13.9,29900000,1.03,46.8,49500.0
4434,Saudi Arabia,2014,14.3,30800000,1.95,46.2,50000.0
4435,Saudi Arabia,2015,14.7,31600000,2.16,45.9,50700.0
4436,Saudi Arabia,2016,15.0,32300000,2.16,45.6,50500.0
4437,Saudi Arabia,2017,15.3,32900000,2.19,45.3,50100.0
4438,Saudi Arabia,2018,15.6,33600000,2.19,45.1,50100.0
4439,Saudi Arabia,2019,15.9,34100000,2.23,44.7,49800.0
4440,Senegal,1990,39.2,7560000,1.48,100.0,1840.0
4441,Senegal,1991,40.5,7790000,-3.27,100.0,1830.0
4442,Senegal,1992,41.7,8030000,-0.6409999999999999,99.5,1800.0
4443,Senegal,1993,43.0,8270000,-4.86,98.7,1770.0
4444,Senegal,1994,44.2,8510000,0.111,97.7,1720.0
4445,Senegal,1995,45.4,8750000,2.32,96.6,1760.0
4446,Senegal,1996,46.6,8970000,2.21,96.2,1750.0
4447,Senegal,1997,47.8,9200000,2.19,95.7,1760.0
4448,Senegal,1998,48.9,9420000,2.92,95.1,1820.0
4449,Senegal,1999,50.1,9650000,2.35,94.3,1890.0
4450,Senegal,2000,51.3,9880000,3.06,93.4,1910.0
4451,Senegal,2001,52.6,10100000,2.02,92.7,1950.0
4452,Senegal,2002,54.0,10400000,-1.45,92.0,1910.0
4453,Senegal,2003,55.4,10700000,3.97,91.2,1980.0
4454,Senegal,2004,56.9,11000000,3.22,90.4,2050.0
4455,Senegal,2005,58.4,11300000,2.77,89.6,2100.0
4456,Senegal,2006,60.0,11600000,-0.287,89.3,2100.0
4457,Senegal,2007,61.7,11900000,2.17,88.8,2140.0
4458,Senegal,2008,63.4,12200000,0.934,88.4,2160.0
4459,Senegal,2009,65.2,12600000,-0.532,88.0,2150.0
4460,Senegal,2010,67.1,12900000,1.54,87.8,2180.0
4461,Senegal,2011,69.1,13300000,-0.0656,87.7,2160.0
4462,Senegal,2012,71.2,13700000,0.503,87.7,2180.0
4463,Senegal,2013,73.3,14100000,1.08,87.8,2190.0
4464,Senegal,2014,75.6,14500000,1.59,87.8,2220.0
4465,Senegal,2015,77.8,15000000,1.83,87.6,2300.0
4466,Senegal,2016,80.0,15400000,2.13,87.6,2380.0
4467,Senegal,2017,82.3,15900000,2.11,87.2,2470.0
4468,Senegal,2018,84.6,16300000,2.15,86.6,2570.0
4469,Senegal,2019,87.0,16700000,2.16,86.0,2680.0
4470,Serbia,1990,109.0,9520000,-7.64,50.1,14900.0
4471,Serbia,1991,110.0,9600000,-8.15,50.3,13700.0
4472,Serbia,1992,111.0,9700000,-28.2,50.4,9830.0
4473,Serbia,1993,112.0,9800000,-30.5,50.4,6830.0
4474,Serbia,1994,113.0,9860000,2.48,50.4,7000.0
4475,Serbia,1995,113.0,9880000,5.62,50.4,7390.0
4476,Serbia,1996,113.0,9860000,4.73,50.5,7580.0
4477,Serbia,1997,112.0,9780000,7.76,50.9,8150.0
4478,Serbia,1998,111.0,9680000,2.77,51.5,8380.0
4479,Serbia,1999,110.0,9580000,-22.5,52.1,7390.0
4480,Serbia,2000,108.0,9490000,4.84,52.5,7990.0
4481,Serbia,2001,108.0,9410000,5.03,52.6,8400.0
4482,Serbia,2002,107.0,9350000,4.27,52.4,9000.0
4483,Serbia,2003,106.0,9300000,2.77,51.9,9420.0
4484,Serbia,2004,106.0,9260000,8.68,51.3,10300.0
4485,Serbia,2005,105.0,9210000,6.53,50.6,10900.0
4486,Serbia,2006,105.0,9170000,4.01,49.8,11500.0
4487,Serbia,2007,104.0,9140000,5.83,49.0,12200.0
4488,Serbia,2008,104.0,9100000,4.24,48.4,12900.0
4489,Serbia,2009,104.0,9060000,-3.11,47.9,12600.0
4490,Serbia,2010,103.0,9030000,-1.39,47.8,12700.0
4491,Serbia,2011,103.0,8990000,0.69,48.0,13000.0
4492,Serbia,2012,102.0,8960000,-1.04,48.4,12900.0
4493,Serbia,2013,102.0,8920000,2.46,48.9,13300.0
4494,Serbia,2014,102.0,8880000,0.982,49.5,13100.0
4495,Serbia,2015,101.0,8850000,1.5,50.1,13300.0
4496,Serbia,2016,101.0,8820000,2.0,51.0,13700.0
4497,Serbia,2017,101.0,8790000,2.5,51.8,14300.0
4498,Serbia,2018,100.0,8760000,3.0,52.6,14800.0
4499,Serbia,2019,99.9,8730000,4.0,53.3,15500.0
4500,Seychelles,1990,154.0,70600,6.93,74.0,14200.0
4501,Seychelles,1991,155.0,71500,1.4,71.0,14400.0
4502,Seychelles,1992,158.0,72700,6.68,68.4,15400.0
4503,Seychelles,1993,161.0,74100,5.09,66.1,16000.0
4504,Seychelles,1994,164.0,75500,-5.0,64.0,15400.0
4505,Seychelles,1995,167.0,76700,-0.982,62.1,15100.0
4506,Seychelles,1996,169.0,77700,8.4,61.4,15600.0
4507,Seychelles,1997,171.0,78500,10.9,60.4,17300.0
4508,Seychelles,1998,172.0,79200,0.483,59.3,18400.0
4509,Seychelles,1999,174.0,80100,-0.109,58.2,18300.0
4510,Seychelles,2000,176.0,81200,3.33,57.2,18500.0
4511,Seychelles,2001,179.0,82600,-2.36,54.5,18000.0
4512,Seychelles,2002,183.0,84200,-0.648,52.2,17700.0
4513,Seychelles,2003,187.0,85900,-5.95,50.4,16800.0
4514,Seychelles,2004,190.0,87500,-2.49,48.8,16400.0
4515,Seychelles,2005,193.0,88700,8.51,47.1,17800.0
4516,Seychelles,2006,195.0,89700,7.15,46.5,19100.0
4517,Seychelles,2007,196.0,90300,9.86,45.7,21000.0
4518,Seychelles,2008,197.0,90700,-4.3,44.7,20100.0
4519,Seychelles,2009,198.0,91000,-1.5,43.5,19800.0
4520,Seychelles,2010,199.0,91400,3.03,42.5,20400.0
4521,Seychelles,2011,200.0,91800,6.69,42.6,22600.0
4522,Seychelles,2012,201.0,92300,1.64,42.6,23800.0
4523,Seychelles,2013,202.0,92800,2.38,42.7,24800.0
4524,Seychelles,2014,203.0,93300,2.52,43.0,25200.0
4525,Seychelles,2015,204.0,93700,2.6,43.5,25500.0
4526,Seychelles,2016,205.0,94200,2.48,44.2,26300.0
4527,Seychelles,2017,206.0,94700,2.42,45.0,26900.0
4528,Seychelles,2018,207.0,95200,2.35,45.8,27500.0
4529,Seychelles,2019,208.0,95700,2.26,46.6,28200.0
4530,Sierra Leone,1990,59.7,4310000,0.0884,89.8,1250.0
4531,Sierra Leone,1991,60.1,4340000,-10.4,90.5,1270.0
4532,Sierra Leone,1992,60.0,4330000,-8.05,90.8,1030.0
4533,Sierra Leone,1993,59.7,4310000,1.21,90.5,1050.0
4534,Sierra Leone,1994,59.3,4280000,1.16,89.9,1040.0
4535,Sierra Leone,1995,59.2,4270000,-11.4,89.2,956.0
4536,Sierra Leone,1996,59.3,4280000,-25.8,89.2,971.0
4537,Sierra Leone,1997,59.6,4310000,-20.1,88.9,909.0
4538,Sierra Leone,1998,60.3,4350000,-2.82,88.4,915.0
4539,Sierra Leone,1999,61.5,4440000,-8.6,87.9,880.0
4540,Sierra Leone,2000,63.2,4560000,1.42,87.6,913.0
4541,Sierra Leone,2001,65.7,4740000,11.8,87.8,816.0
4542,Sierra Leone,2002,68.7,4960000,20.9,87.7,985.0
4543,Sierra Leone,2003,72.0,5200000,3.45,87.5,1030.0
4544,Sierra Leone,2004,75.4,5440000,4.14,87.1,1050.0
4545,Sierra Leone,2005,78.4,5660000,4.84,86.5,1050.0
4546,Sierra Leone,2006,81.0,5850000,1.12,86.7,1070.0
4547,Sierra Leone,2007,83.3,6020000,5.0,86.7,1130.0
4548,Sierra Leone,2008,85.4,6170000,2.65,86.5,1160.0
4549,Sierra Leone,2009,87.4,6310000,0.6629999999999999,86.1,1180.0
4550,Sierra Leone,2010,89.5,6460000,2.63,85.4,1220.0
4551,Sierra Leone,2011,91.6,6610000,3.32,85.2,1250.0
4552,Sierra Leone,2012,93.7,6770000,13.0,84.6,1400.0
4553,Sierra Leone,2013,95.9,6920000,13.9,83.8,1660.0
4554,Sierra Leone,2014,98.1,7080000,11.5,82.9,1690.0
4555,Sierra Leone,2015,100.0,7240000,9.29,81.9,1320.0
4556,Sierra Leone,2016,102.0,7400000,4.52,81.0,1370.0
4557,Sierra Leone,2017,105.0,7560000,3.27,80.1,1430.0
4558,Sierra Leone,2018,107.0,7720000,3.35,79.1,1490.0
4559,Sierra Leone,2019,109.0,7880000,3.06,78.0,1590.0
4560,Singapore,1990,4300.0,3010000,5.26,37.1,34300.0
4561,Singapore,1991,4420.0,3100000,3.63,37.2,35600.0
4562,Singapore,1992,4560.0,3190000,3.28,37.8,37000.0
4563,Singapore,1993,4700.0,3290000,9.16,38.7,40200.0
4564,Singapore,1994,4840.0,3390000,8.37,39.5,43300.0
4565,Singapore,1995,4970.0,3480000,5.09,40.0,44900.0
4566,Singapore,1996,5090.0,3570000,3.71,40.8,46400.0
4567,Singapore,1997,5210.0,3650000,4.96,41.0,48600.0
4568,Singapore,1998,5330.0,3730000,-4.78,40.9,45900.0
4569,Singapore,1999,5450.0,3820000,6.46,40.6,48300.0
4570,Singapore,2000,5590.0,3910000,8.4,40.4,51700.0
4571,Singapore,2001,5740.0,4020000,-5.22,39.7,49800.0
4572,Singapore,2002,5900.0,4130000,3.19,39.0,51500.0
4573,Singapore,2003,6070.0,4250000,2.78,38.5,54600.0
4574,Singapore,2004,6240.0,4370000,7.49,38.0,59000.0
4575,Singapore,2005,6420.0,4490000,4.23,37.7,62000.0
4576,Singapore,2006,6590.0,4610000,4.19,37.6,65400.0
4577,Singapore,2007,6760.0,4730000,3.37,37.3,68400.0
4578,Singapore,2008,6930.0,4850000,-1.28,36.9,66000.0
4579,Singapore,2009,7090.0,4970000,-2.53,36.3,63700.0
4580,Singapore,2010,7250.0,5070000,12.4,35.8,72100.0
4581,Singapore,2011,7390.0,5180000,2.61,35.8,75000.0
4582,Singapore,2012,7530.0,5270000,-0.57,36.0,76000.0
4583,Singapore,2013,7660.0,5360000,2.4,36.4,78500.0
4584,Singapore,2014,7780.0,5450000,2.23,36.9,80300.0
4585,Singapore,2015,7910.0,5540000,2.52,37.4,80900.0
4586,Singapore,2016,8030.0,5620000,2.65,38.1,81400.0
4587,Singapore,2017,8160.0,5710000,2.62,38.8,82600.0
4588,Singapore,2018,8270.0,5790000,2.72,39.6,83900.0
4589,Singapore,2019,8380.0,5870000,2.78,40.5,85300.0
4590,Slovak Republic,1990,110.0,5290000,-2.91,55.5,14700.0
4591,Slovak Republic,1991,110.0,5310000,-14.9,55.1,12500.0
4592,Slovak Republic,1992,111.0,5330000,-7.02,54.2,11600.0
4593,Slovak Republic,1993,111.0,5350000,1.45,53.1,11800.0
4594,Slovak Republic,1994,112.0,5360000,5.8,51.8,12500.0
4595,Slovak Republic,1995,112.0,5380000,5.53,50.6,13200.0
4596,Slovak Republic,1996,112.0,5380000,6.72,49.6,14000.0
4597,Slovak Republic,1997,112.0,5390000,5.61,48.5,14900.0
4598,Slovak Republic,1998,112.0,5400000,3.61,47.4,15400.0
4599,Slovak Republic,1999,112.0,5400000,0.29,46.3,15400.0
4600,Slovak Republic,2000,112.0,5400000,0.706,45.0,15600.0
4601,Slovak Republic,2001,112.0,5400000,3.22,43.8,16200.0
4602,Slovak Republic,2002,112.0,5400000,4.12,42.7,16900.0
4603,Slovak Republic,2003,112.0,5400000,4.17,41.7,17800.0
4604,Slovak Republic,2004,112.0,5400000,5.42,40.7,18800.0
4605,Slovak Republic,2005,112.0,5400000,6.03,39.8,20000.0
4606,Slovak Republic,2006,112.0,5400000,8.15,39.3,21700.0
4607,Slovak Republic,2007,112.0,5400000,10.4,38.8,24100.0
4608,Slovak Republic,2008,112.0,5400000,5.66,38.4,25400.0
4609,Slovak Republic,2009,112.0,5400000,-5.18,38.2,24000.0
4610,Slovak Republic,2010,112.0,5400000,4.14,38.1,25200.0
4611,Slovak Republic,2011,112.0,5410000,2.97,38.4,25800.0
4612,Slovak Republic,2012,113.0,5420000,1.58,38.8,26200.0
4613,Slovak Republic,2013,113.0,5430000,0.8190000000000001,39.2,26600.0
4614,Slovak Republic,2014,113.0,5430000,2.18,39.9,27200.0
4615,Slovak Republic,2015,113.0,5440000,2.83,40.8,28300.0
4616,Slovak Republic,2016,113.0,5440000,3.38,41.8,29200.0
4617,Slovak Republic,2017,113.0,5450000,3.48,43.1,30200.0
4618,Slovak Republic,2018,113.0,5450000,3.48,44.5,31400.0
4619,Slovak Republic,2019,113.0,5450000,3.48,45.8,32400.0
4620,Slovenia,1990,99.6,2010000,-7.64,45.7,19300.0
4621,Slovenia,1991,99.7,2010000,-9.28,45.6,17600.0
4622,Slovenia,1992,99.6,2010000,-5.87,45.2,16500.0
4623,Slovenia,1993,99.3,2000000,2.43,44.8,16900.0
4624,Slovenia,1994,99.1,2000000,4.94,44.3,17800.0
4625,Slovenia,1995,98.9,1990000,3.78,43.9,18400.0
4626,Slovenia,1996,98.8,1990000,3.38,43.5,19100.0
4627,Slovenia,1997,98.7,1990000,4.69,43.3,20100.0
4628,Slovenia,1998,98.7,1990000,3.42,43.1,20800.0
4629,Slovenia,1999,98.7,1990000,5.16,42.9,21900.0
4630,Slovenia,2000,98.7,1990000,3.94,42.7,22700.0
4631,Slovenia,2001,98.7,1990000,2.92,42.5,23400.0
4632,Slovenia,2002,98.7,1990000,3.47,42.3,24200.0
4633,Slovenia,2003,98.8,1990000,2.63,42.0,24900.0
4634,Slovenia,2004,98.9,1990000,4.29,41.8,26000.0
4635,Slovenia,2005,99.1,2000000,4.03,41.9,27000.0
4636,Slovenia,2006,99.5,2000000,5.54,42.0,28400.0
4637,Slovenia,2007,100.0,2010000,6.59,42.4,30200.0
4638,Slovenia,2008,101.0,2020000,3.39,43.0,31100.0
4639,Slovenia,2009,101.0,2040000,-8.84,43.5,28500.0
4640,Slovenia,2010,102.0,2050000,0.517,44.1,28700.0
4641,Slovenia,2011,102.0,2050000,0.442,45.0,28800.0
4642,Slovenia,2012,102.0,2060000,-2.79,45.8,28000.0
4643,Slovenia,2013,103.0,2070000,-1.27,46.5,27600.0
4644,Slovenia,2014,103.0,2070000,0.166,47.5,28500.0
4645,Slovenia,2015,103.0,2070000,0.7859999999999999,48.7,29100.0
4646,Slovenia,2016,103.0,2080000,1.32,50.1,29800.0
4647,Slovenia,2017,103.0,2080000,1.59,51.7,30400.0
4648,Slovenia,2018,103.0,2080000,1.69,53.5,30900.0
4649,Slovenia,2019,103.0,2080000,1.71,55.2,31500.0
4650,Solomon Islands,1990,11.1,312000,-1.04,93.2,1790.0
4651,Solomon Islands,1991,11.5,321000,3.03,91.7,1850.0
4652,Solomon Islands,1992,11.8,330000,9.51,90.0,2020.0
4653,Solomon Islands,1993,12.1,339000,1.03,88.2,2050.0
4654,Solomon Islands,1994,12.5,349000,6.11,86.6,2170.0
4655,Solomon Islands,1995,12.8,359000,5.19,85.1,2280.0
4656,Solomon Islands,1996,13.2,369000,-1.22,84.2,2260.0
4657,Solomon Islands,1997,13.6,380000,-4.16,83.4,2160.0
4658,Solomon Islands,1998,14.0,391000,-0.996,82.6,2140.0
4659,Solomon Islands,1999,14.3,402000,-3.17,81.8,2070.0
4660,Solomon Islands,2000,14.7,413000,-16.6,81.0,1730.0
4661,Solomon Islands,2001,15.1,424000,-11.4,80.6,1550.0
4662,Solomon Islands,2002,15.6,435000,-4.18,80.4,1470.0
4663,Solomon Islands,2003,16.0,447000,3.73,80.1,1520.0
4664,Solomon Islands,2004,16.4,458000,5.3,79.8,1560.0
4665,Solomon Islands,2005,16.8,470000,2.41,79.5,1600.0
4666,Solomon Islands,2006,17.2,481000,1.61,79.3,1670.0
4667,Solomon Islands,2007,17.6,493000,3.95,79.2,1750.0
4668,Solomon Islands,2008,18.0,504000,4.65,79.0,1830.0
4669,Solomon Islands,2009,18.4,516000,-6.92,78.9,1710.0
4670,Solomon Islands,2010,18.9,528000,3.37,78.6,1780.0
4671,Solomon Islands,2011,19.3,540000,7.88,78.3,1970.0
4672,Solomon Islands,2012,19.7,552000,2.64,77.7,2020.0
4673,Solomon Islands,2013,20.1,564000,0.618,76.9,2030.0
4674,Solomon Islands,2014,20.6,576000,1.71,76.0,2020.0
4675,Solomon Islands,2015,21.0,587000,1.34,75.1,2050.0
4676,Solomon Islands,2016,21.4,599000,1.2,74.1,2070.0
4677,Solomon Islands,2017,21.8,611000,1.29,73.0,2090.0
4678,Solomon Islands,2018,22.3,623000,1.34,71.9,2110.0
4679,Solomon Islands,2019,22.7,635000,1.35,70.8,2120.0
4680,Somalia,1990,11.8,7400000,-2.16,92.6,930.0
4681,Somalia,1991,11.9,7460000,-0.968,93.7,921.0
4682,Somalia,1992,11.9,7490000,-11.6,94.3,813.0
4683,Somalia,1993,12.0,7520000,0.395,94.7,817.0
4684,Somalia,1994,12.1,7580000,-21.1,95.1,644.0
4685,Somalia,1995,12.3,7700000,-1.06,95.8,637.0
4686,Somalia,1996,12.6,7890000,1.74,96.9,648.0
4687,Somalia,1997,13.0,8140000,-5.5,97.9,613.0
4688,Somalia,1998,13.4,8420000,-0.943,99.0,607.0
4689,Somalia,1999,13.9,8720000,-0.323,99.8,605.0
4690,Somalia,2000,14.4,9010000,-0.296,100.0,603.0
4691,Somalia,2001,14.8,9290000,-0.0301,102.0,603.0
4692,Somalia,2002,15.2,9560000,0.635,102.0,607.0
4693,Somalia,2003,15.7,9840000,0.773,102.0,611.0
4694,Somalia,2004,16.1,10100000,0.35,103.0,614.0
4695,Somalia,2005,16.6,10400000,0.36,103.0,616.0
4696,Somalia,2006,17.1,10700000,-0.202,103.0,615.0
4697,Somalia,2007,17.6,11000000,0.0303,103.0,615.0
4698,Somalia,2008,18.1,11400000,0.0249,103.0,615.0
4699,Somalia,2009,18.7,11700000,-0.0314,103.0,615.0
4700,Somalia,2010,19.2,12100000,-0.118,102.0,614.0
4701,Somalia,2011,19.8,12400000,,102.0,614.0
4702,Somalia,2012,20.3,12800000,0.326,101.0,616.0
4703,Somalia,2013,20.9,13100000,0.487,100.0,619.0
4704,Somalia,2014,21.5,13500000,,98.9,621.0
4705,Somalia,2015,22.2,13900000,,98.1,623.0
4706,Somalia,2016,22.8,14300000,,97.6,625.0
4707,Somalia,2017,23.5,14700000,,97.1,627.0
4708,Somalia,2018,24.2,15200000,,96.8,629.0
4709,Somalia,2019,24.9,15600000,,96.3,631.0
4710,South Africa,1990,31.0,37600000,-3.11,72.8,9900.0
4711,South Africa,1991,31.7,38400000,-3.08,71.3,9560.0
4712,South Africa,1992,32.4,39400000,-4.07,69.7,9130.0
4713,South Africa,1993,33.2,40300000,-0.87,68.1,9010.0
4714,South Africa,1994,34.0,41200000,1.44,66.5,9090.0
4715,South Africa,1995,34.7,42100000,1.73,65.0,9180.0
4716,South Africa,1996,35.4,42900000,2.94,64.5,9400.0
4717,South Africa,1997,36.0,43700000,1.31,64.2,9480.0
4718,South Africa,1998,36.6,44400000,-0.868,64.1,9390.0
4719,South Africa,1999,37.1,45100000,1.06,63.9,9470.0
4720,South Africa,2000,37.7,45700000,2.91,63.5,9720.0
4721,South Africa,2001,38.2,46400000,1.58,63.1,9890.0
4722,South Africa,2002,38.8,47000000,2.54,62.3,10100.0
4723,South Africa,2003,39.3,47600000,1.86,61.1,10300.0
4724,South Africa,2004,39.8,48200000,3.54,60.0,10600.0
4725,South Africa,2005,40.2,48800000,4.27,59.1,11100.0
4726,South Africa,2006,40.7,49400000,4.63,58.2,11500.0
4727,South Africa,2007,41.1,49900000,4.58,57.7,12000.0
4728,South Africa,2008,41.6,50400000,2.75,57.4,12200.0
4729,South Africa,2009,42.0,51000000,-2.08,56.9,11800.0
4730,South Africa,2010,42.5,51600000,2.77,56.2,12000.0
4731,South Africa,2011,43.1,52300000,2.23,55.7,12200.0
4732,South Africa,2012,43.7,53000000,1.1,54.8,12300.0
4733,South Africa,2013,44.3,53800000,0.531,53.7,12400.0
4734,South Africa,2014,45.0,54500000,0.978,52.8,12500.0
4735,South Africa,2015,45.6,55300000,1.29,52.1,12400.0
4736,South Africa,2016,46.2,56000000,1.78,51.6,12300.0
4737,South Africa,2017,46.8,56700000,1.66,51.5,12300.0
4738,South Africa,2018,47.3,57400000,1.66,51.5,12300.0
4739,South Africa,2019,47.9,58100000,1.67,51.4,12400.0
4740,South Korea,1990,441.0,42900000,9.83,44.1,11600.0
4741,South Korea,1991,446.0,43400000,10.1,42.8,12700.0
4742,South Korea,1992,451.0,43900000,6.5,42.0,13400.0
4743,South Korea,1993,456.0,44300000,7.81,41.7,14100.0
4744,South Korea,1994,461.0,44800000,10.1,41.2,15300.0
4745,South Korea,1995,466.0,45300000,9.84,40.6,16600.0
4746,South Korea,1996,471.0,45800000,5.16,40.6,17700.0
4747,South Korea,1997,475.0,46200000,4.23,40.2,18500.0
4748,South Korea,1998,480.0,46600000,-4.43,39.7,17400.0
4749,South Korea,1999,484.0,47000000,8.29,39.4,19200.0
4750,South Korea,2000,487.0,47400000,5.83,39.5,20800.0
4751,South Korea,2001,491.0,47700000,3.37,39.3,21500.0
4752,South Korea,2002,494.0,48000000,7.65,39.3,23000.0
4753,South Korea,2003,496.0,48300000,3.08,39.3,23500.0
4754,South Korea,2004,499.0,48500000,4.09,39.0,24600.0
4755,South Korea,2005,501.0,48700000,2.76,38.4,25500.0
4756,South Korea,2006,503.0,48900000,3.34,38.5,26700.0
4757,South Korea,2007,505.0,49100000,4.49,38.6,28000.0
4758,South Korea,2008,506.0,49200000,-1.59,38.5,28600.0
4759,South Korea,2009,508.0,49400000,0.411,38.1,28600.0
4760,South Korea,2010,510.0,49600000,6.14,37.6,30400.0
4761,South Korea,2011,512.0,49700000,1.07,37.4,31200.0
4762,South Korea,2012,514.0,50000000,1.58,37.1,31800.0
4763,South Korea,2013,516.0,50200000,2.33,37.0,32500.0
4764,South Korea,2014,518.0,50400000,3.26,37.0,33400.0
4765,South Korea,2015,520.0,50600000,3.35,37.2,34200.0
4766,South Korea,2016,522.0,50800000,3.33,37.6,35000.0
4767,South Korea,2017,524.0,51000000,3.37,38.2,35800.0
4768,South Korea,2018,526.0,51200000,3.31,39.0,36800.0
4769,South Korea,2019,528.0,51300000,3.32,40.0,37700.0
4770,South Sudan,1990,9.44,5770000,-10.7,88.6,1980.0
4771,South Sudan,1991,9.34,5710000,3.81,89.4,2060.0
4772,South Sudan,1992,9.17,5600000,2.29,89.6,2100.0
4773,South Sudan,1993,8.99,5490000,0.188,89.4,2110.0
4774,South Sudan,1994,8.89,5430000,-0.765,89.3,2090.0
4775,South Sudan,1995,8.94,5460000,0.317,89.9,2100.0
4776,South Sudan,1996,9.15,5590000,2.42,90.5,2150.0
4777,South Sudan,1997,9.52,5810000,7.08,90.9,2300.0
4778,South Sudan,1998,9.98,6100000,2.97,91.4,2370.0
4779,South Sudan,1999,10.5,6410000,4.62,91.8,2480.0
4780,South Sudan,2000,11.0,6700000,6.59,91.8,2640.0
4781,South Sudan,2001,11.4,6970000,3.16,92.2,2730.0
4782,South Sudan,2002,11.8,7240000,3.12,92.0,2810.0
4783,South Sudan,2003,12.3,7500000,4.22,91.6,2930.0
4784,South Sudan,2004,12.7,7790000,2.33,91.0,3000.0
4785,South Sudan,2005,13.3,8110000,5.79,90.4,3170.0
4786,South Sudan,2006,13.9,8470000,7.28,90.1,3400.0
4787,South Sudan,2007,14.5,8860000,8.69,89.7,3700.0
4788,South Sudan,2008,15.2,9260000,0.537,89.2,3720.0
4789,South Sudan,2009,15.8,9670000,0.381,88.5,3740.0
4790,South Sudan,2010,16.5,10100000,1.84,87.7,3790.0
4791,South Sudan,2011,17.1,10400000,18.1,87.2,3480.0
4792,South Sudan,2012,17.7,10800000,-50.0,86.5,1810.0
4793,South Sudan,2013,18.3,11200000,18.7,85.7,1990.0
4794,South Sudan,2014,18.9,11500000,2.36,84.7,1990.0
